year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2017,1,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",125,31,16.26,1,3.37,0,10.36,1,0,1378,758,21,95,0,504
2017,1,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",88,10,4.52,0,1.07,0,4.41,1,0,402,171,0,17,0,214
2017,1,AA,American Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",24,6,1.65,0.3,1.27,0,2.79,1,0,419,59,64,166,0,130
2017,1,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1112,204,72.58,2.34,62.09,1.98,65.02,24,6,11968,4237,108,2693,159,4771
2017,1,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",729,126,47.75,2.86,36.34,0.99,38.06,2,0,6816,3096,103,1419,110,2088
2017,1,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",348,56,16.54,1.4,17.09,0,20.97,2,0,2859,932,58,526,0,1343
2017,1,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",396,59,22.77,0.02,19.04,0,17.18,2,0,2200,1042,1,475,0,682
2017,1,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",95,7,3.56,0,2.75,0,0.69,0,0,244,131,0,65,0,48
2017,1,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1965,322,109.4,5.95,113.71,0,92.94,47,1,15918,5786,280,3815,0,6037
2017,1,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",90,14,4.33,0,7.48,0,2.18,1,0,466,156,0,260,0,50
2017,1,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",443,94,26.23,0.2,28.29,1.06,38.23,0,0,3983,1317,9,704,27,1926
2017,1,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",43,7,1.17,0,3.2,0,2.63,0,0,287,55,0,111,0,121
2017,1,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",190,41,16.3,0,13.93,0,10.78,5,0,1968,928,0,415,0,625
2017,1,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",7930,978,287.77,27.15,310.96,2.95,349.16,156,7,50098,17427,2421,9819,138,20293
2017,1,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",193,41,19.04,0,5.93,0,16.03,0,1,2212,1002,0,195,0,1015
2017,1,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",110,32,12.87,0.39,10.64,0,8.09,4,2,1786,675,73,459,0,579
2017,1,AA,American Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",24,4,1.39,0,1.32,0,1.29,0,0,175,40,0,26,0,109
2017,1,AA,American Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",53,15,7.55,0,1,0,6.45,1,0,701,317,0,32,0,352
2017,1,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2077,336,91.82,10.89,121.72,2.31,109.26,24,4,16440,5204,359,3552,149,7176
2017,1,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",821,170,40.99,2.62,82.45,0.19,43.74,10,2,8794,2242,200,3385,4,2963
2017,1,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11398,1970,533.44,67.8,625.26,7.24,736.26,143,45,133897,49460,9966,23238,342,50891
2017,1,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",109,16,5.39,2,4.83,0,3.77,0,0,684,166,43,111,0,364
2017,1,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",531,93,34.06,0,29.48,1.28,28.18,4,1,3921,1417,0,914,35,1555
2017,1,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",203,67,20.59,1.4,33.6,0,11.4,24,5,4862,1265,212,1323,0,2062
2017,1,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",116,29,10.96,0.86,9.77,0,7.41,1,0,1308,575,18,276,0,439
2017,1,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",643,170,26.38,1.16,113.7,0.9,27.86,10,0,9631,1925,116,5196,82,2312
2017,1,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",51,18,2.91,0.27,8.19,0,6.62,0,0,952,185,45,399,0,323
2017,1,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",676,110,33.1,3.49,44.54,0.01,28.87,15,2,5811,1476,130,2424,1,1780
2017,1,AA,American Airlines Inc.,GEG,"Spokane, WA: Spokane International",62,13,7.05,0,3.12,0,2.83,0,0,556,314,0,74,0,168
2017,1,AA,American Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",39,11,4.39,0,3.24,0,3.37,2,3,786,278,0,132,0,376
2017,1,AA,American Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",43,14,5.3,0,6.87,0,1.82,1,1,717,354,0,245,0,118
2017,1,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",218,70,23.2,1.62,40.55,0,4.64,2,1,3980,1593,169,1642,0,576
2017,1,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",211,45,18.26,0.5,14.46,0.92,10.86,0,2,1839,904,12,397,55,471
2017,1,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",653,122,45.61,1.46,42.95,1.1,30.89,4,1,6563,2344,175,1690,55,2299
2017,1,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",24,3,0.38,0.3,0.73,0,1.59,2,0,143,16,9,16,0,102
2017,1,AA,American Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",75,13,3.5,0,5.14,0,4.36,0,0,590,221,0,159,0,210
2017,1,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",297,49,23.91,0,14.25,0,10.84,3,1,1888,866,0,379,0,643
2017,1,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",46,16,3.98,0,7.81,0,4.21,0,0,699,147,0,283,0,269
2017,1,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",311,46,13.67,0.44,8.76,0.36,22.76,0,1,1985,673,12,280,9,1011
2017,1,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1465,287,95.08,5.81,111.83,0,74.28,31,3,22732,7505,600,5829,0,8798
2017,1,AA,American Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",87,31,9.18,0.64,17.32,0,3.86,1,0,1845,545,47,777,0,476
2017,1,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1214,326,91.16,4.89,169.78,1.25,58.93,7,3,17538,5213,482,8043,51,3749
2017,1,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3136,865,188.32,22.92,490.01,3.24,160.49,21,18,45703,12621,1857,18945,144,12136
2017,1,AA,American Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",32,9,2.21,1.95,1.81,0,3.02,0,0,1297,105,882,68,0,242
2017,1,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1819,422,108.31,6.11,205.31,1.63,100.64,56,8,20621,5162,225,8868,128,6238
2017,1,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",79,30,11.55,0,15.67,0,2.78,0,0,1862,812,0,654,0,396
2017,1,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",437,55,22.6,0.45,10.68,0,21.26,9,0,2112,829,15,327,0,941
2017,1,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1537,292,96.48,2.76,113.83,1.27,77.66,8,1,16081,5666,137,4841,39,5398
2017,1,AA,American Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",24,2,1.12,0,0,0,0.88,0,0,68,23,0,0,0,45
2017,1,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",242,38,14.19,0,9.81,0,14.01,2,0,1760,686,0,302,0,772
2017,1,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",67,7,1.78,1,2.33,0,1.89,0,0,1019,49,687,64,0,219
2017,1,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4498,814,249.09,20.54,328.28,4.76,211.32,38,12,49096,18943,1713,11038,126,17276
2017,1,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",143,20,5.38,0,5.23,0.52,8.87,2,1,808,151,0,107,13,537
2017,1,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",750,152,64.31,1.86,47.78,0,38.04,8,1,7422,3179,61,1577,0,2605
2017,1,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",465,86,31.84,1.26,24.48,1.19,27.24,1,1,4627,1667,169,930,56,1805
2017,1,AA,American Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",35,8,5.61,0,0.94,0,1.44,0,0,428,331,0,26,0,71
2017,1,AA,American Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",89,13,2.65,0,5.17,0.24,4.95,0,1,559,87,0,177,8,287
2017,1,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",148,59,16.34,0,37.06,0,5.61,2,1,4048,1831,0,1319,0,898
2017,1,AA,American Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",168,39,18.27,0.89,1.36,0,18.48,2,0,2839,742,47,52,0,1998
2017,1,AA,American Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",168,23,9.95,1.53,4.25,0,7.26,1,0,1255,582,80,170,0,423
2017,1,AA,American Airlines Inc.,ONT,"Ontario, CA: Ontario International",211,60,21.15,1,20.85,0,16.99,1,0,2861,1439,63,598,0,761
2017,1,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4864,811,224,18.28,347.75,0.8,220.17,54,7,47648,14099,2996,14346,111,16096
2017,1,AA,American Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",150,33,15.55,0,7.77,0.9,8.77,5,0,1633,787,0,308,18,520
2017,1,AA,American Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",464,85,26.2,4.7,37.68,0.29,16.12,4,0,4112,1113,356,1388,21,1234
2017,1,AA,American Airlines Inc.,PDX,"Portland, OR: Portland International",279,61,14.65,0.64,20.88,0,24.83,17,1,3136,813,20,610,0,1693
2017,1,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",3484,621,156.99,12.2,295.5,1.02,155.29,56,3,37351,11563,837,12849,85,12017
2017,1,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4714,928,250.69,17.58,399.25,2.99,257.5,44,4,45356,15080,1197,12031,161,16887
2017,1,AA,American Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",472,74,26.35,0,15.49,0,32.16,2,0,3892,1352,0,462,0,2078
2017,1,AA,American Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",124,41,13.45,0.14,25.22,0,2.2,0,0,1564,700,10,714,0,140
2017,1,AA,American Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",187,27,8.25,0,10.18,0,8.56,7,0,1256,415,0,267,0,574
2017,1,AA,American Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",62,6,2.03,0,2.63,0,1.33,0,0,178,74,0,49,0,55
2017,1,AA,American Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",768,142,58.04,4.15,40.48,1,38.33,35,3,7283,3190,262,1481,121,2229
2017,1,AA,American Airlines Inc.,RIC,"Richmond, VA: Richmond International",190,44,15.45,1.16,12.84,0,14.54,0,0,2051,805,166,390,0,690
2017,1,AA,American Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",81,34,6.64,0,21.29,0,6.07,0,0,1411,489,0,579,0,343
2017,1,AA,American Airlines Inc.,ROC,"Rochester, NY: Greater Rochester International",58,11,4.23,0,3.23,0.94,2.6,1,0,326,131,0,67,16,112
2017,1,AA,American Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",451,83,30.1,4.55,32.95,0,15.4,4,0,3961,1058,842,1222,0,839
2017,1,AA,American Airlines Inc.,SAN,"San Diego, CA: San Diego International",702,218,53,4.51,129.85,0,30.64,6,8,11588,3653,1102,4526,0,2307
2017,1,AA,American Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",426,87,32.01,3.68,32,0,19.31,5,2,3801,1460,295,989,0,1057
2017,1,AA,American Airlines Inc.,SDF,"Louisville, KY: Louisville International-Standiford Field",27,3,2.44,0,0.56,0,0,0,0,81,68,0,13,0,0
2017,1,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",600,140,38.05,3.29,54.93,0,43.73,6,4,6684,2227,170,1991,0,2296
2017,1,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1119,430,76.3,5.63,289.79,1.14,57.14,25,31,25179,6046,473,14883,69,3708
2017,1,AA,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",297,97,28.72,1.41,48.41,0.79,17.67,0,0,4121,1518,277,1555,19,752
2017,1,AA,American Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",567,93,45.55,3.38,24.93,0.59,18.55,3,0,3973,1877,239,1040,79,738
2017,1,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",416,131,40.98,1.78,59.77,0,28.47,1,0,6121,2221,100,2323,0,1477
2017,1,AA,American Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",324,116,30.84,3.63,61.01,0,20.52,0,0,5118,1601,209,2087,0,1221
2017,1,AA,American Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",468,140,43.71,2.68,67.19,0,26.41,0,4,5909,1805,928,1996,0,1180
2017,1,AA,American Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",706,106,43.5,2.57,22.87,0.1,36.96,14,0,4955,2123,61,652,3,2116
2017,1,AA,American Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",183,37,16.09,0.77,15.05,0,5.09,2,0,3427,2346,95,540,0,446
2017,1,AA,American Airlines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",62,18,10.54,0.05,3.09,0,4.32,0,0,997,714,2,118,0,163
2017,1,AA,American Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",51,9,3.91,0,1.18,0,3.91,1,0,452,129,0,33,0,290
2017,1,AA,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",956,175,54.46,2.03,56.08,0.82,61.62,4,2,8199,2609,80,2114,36,3360
2017,1,AA,American Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",243,50,20.03,3.33,6.72,0,19.93,0,0,3168,1009,349,205,0,1605
2017,1,AA,American Airlines Inc.,TUS,"Tucson, AZ: Tucson International",261,82,29.26,1.15,35.52,0.86,15.21,2,0,3813,1294,193,1218,24,1084
2017,1,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",31,5,2.01,0.24,0.27,0,2.48,0,0,194,94,12,13,0,75
2017,1,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",9,4,0,0,2,0,2,0,0,142,0,0,86,0,56
2017,1,AS,Alaska Airlines Inc.,ADQ,"Kodiak, AK: Kodiak Airport",42,8,2.71,0,2.38,0,2.9,2,0,337,111,0,59,0,167
2017,1,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1071,164,40.59,11.28,45.58,1.21,65.34,30,1,8776,2118,947,1463,28,4220
2017,1,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",64,11,2.96,0.58,4.45,0,3.01,0,0,745,81,55,295,0,314
2017,1,AS,Alaska Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",53,9,3.24,0.25,4.07,0,1.43,0,0,310,73,19,138,0,80
2017,1,AS,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",83,18,2.4,2.42,9.41,0,3.76,5,1,543,133,86,253,0,71
2017,1,AS,Alaska Airlines Inc.,BLI,"Bellingham, WA: Bellingham International",76,14,4.01,1,2.33,0,6.66,0,1,602,249,73,65,0,215
2017,1,AS,Alaska Airlines Inc.,BNA,"Nashville, TN: Nashville International",31,7,4,0.88,1.12,0,1,0,0,484,254,108,76,0,46
2017,1,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",106,19,2.82,3.51,8.95,0,3.72,1,0,1132,110,470,374,0,178
2017,1,AS,Alaska Airlines Inc.,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",80,9,1.18,1.11,2.89,0,3.82,5,2,492,43,19,125,0,305
2017,1,AS,Alaska Airlines Inc.,BUR,"Burbank, CA: Bob Hope",93,19,5.79,1.33,7.57,0,4.31,2,1,1106,596,99,243,0,168
2017,1,AS,Alaska Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",59,10,2.42,0.82,6.76,0,0,0,0,307,103,41,163,0,0
2017,1,AS,Alaska Airlines Inc.,CDV,"Cordova, AK: Merle K Mudhole Smith",60,8,1.2,1.44,4.58,0,0.77,4,7,199,24,52,100,0,23
2017,1,AS,Alaska Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",18,1,0,0.37,0.63,0,0,0,0,137,0,51,86,0,0
2017,1,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",124,32,6.34,2.64,15.74,0,7.27,1,0,1556,339,249,564,0,404
2017,1,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",120,28,8.18,1,15.61,0,3.21,3,0,1512,480,25,796,0,211
2017,1,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",124,21,5.82,2.32,9.65,0,3.21,1,1,1105,311,271,422,0,101
2017,1,AS,Alaska Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",31,13,3.53,0.43,8.24,0,0.8,1,0,746,200,50,387,0,109
2017,1,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",111,48,3.16,2.03,37.6,0,5.2,1,0,2421,106,123,1941,0,251
2017,1,AS,Alaska Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",173,21,7.69,0.87,9.27,0,3.17,4,0,850,261,169,306,0,114
2017,1,AS,Alaska Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",44,12,2,0.54,7.84,0,1.62,0,1,615,97,71,351,0,96
2017,1,AS,Alaska Airlines Inc.,GEG,"Spokane, WA: Spokane International",122,29,10.26,0.84,10.34,0,7.56,3,0,1246,555,65,269,0,357
2017,1,AS,Alaska Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",181,45,12.22,5.25,22.89,0,4.64,1,0,2235,518,701,856,0,160
2017,1,AS,Alaska Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",33,8,4.53,0,3.09,0,0.38,1,0,341,253,0,82,0,6
2017,1,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",53,5,1.93,0.4,2.68,0,0,0,0,158,76,17,65,0,0
2017,1,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31,4,1,0,1.23,0,1.77,0,0,166,35,0,45,0,86
2017,1,AS,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",325,41,10.19,2.81,10.62,0,17.37,7,6,2961,550,100,348,0,1963
2017,1,AS,Alaska Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",162,35,12.3,0.16,18.25,0,4.29,2,1,1761,959,9,608,0,185
2017,1,AS,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",181,23,12.25,1.88,3.43,0,5.44,2,3,1746,929,324,112,0,381
2017,1,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",399,89,20.51,3.66,43.64,0.34,20.84,7,0,5050,1398,294,2383,11,964
2017,1,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",742,262,38.11,8.72,189.98,0,25.19,11,0,12869,2153,795,8301,0,1620
2017,1,AS,Alaska Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",124,30,11.71,1.66,15.21,0,1.42,1,0,1681,874,253,526,0,28
2017,1,AS,Alaska Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",53,6,2.98,0.02,0.46,0,2.53,0,0,345,91,3,30,0,221
2017,1,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",73,16,3.86,0.59,9.88,0,1.68,0,0,654,141,117,346,0,50
2017,1,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",57,14,2.3,0.52,6.92,0,4.27,0,0,748,223,19,278,0,228
2017,1,AS,Alaska Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",31,4,1,0.63,1.37,0,1,0,0,173,62,43,46,0,22
2017,1,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",166,29,4.55,0.41,12.5,0,11.54,3,0,1298,210,19,328,0,741
2017,1,AS,Alaska Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",266,58,15.65,1.63,34.17,0,6.55,1,1,3080,1517,164,999,0,400
2017,1,AS,Alaska Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",30,1,0,0,1,0,0,0,0,26,0,0,26,0,0
2017,1,AS,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",61,15,2.05,3.17,5.22,0,4.56,4,1,824,134,287,227,0,176
2017,1,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",64,8,1.52,0,5.48,0,1,2,0,330,108,0,121,0,101
2017,1,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",162,25,5.26,1.76,15.8,0,2.18,1,0,1366,194,276,775,0,121
2017,1,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",61,15,5.43,1,7.94,0.63,0,5,0,508,223,34,241,10,0
2017,1,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",1216,218,44.66,4.85,57.1,1.71,109.68,40,4,13167,2548,265,2022,59,8273
2017,1,AS,Alaska Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",31,9,1.46,0.59,6.95,0,0,0,0,336,42,49,245,0,0
2017,1,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",232,43,9.17,2.56,15.42,0,15.84,3,0,1706,345,174,500,0,687
2017,1,AS,Alaska Airlines Inc.,PSG,"Petersburg, AK: Petersburg James A Johnson",62,9,2.01,0,1.16,0,5.83,2,1,807,38,0,64,0,705
2017,1,AS,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",156,46,5.97,2.48,10.68,0,26.88,1,0,3140,261,192,491,0,2196
2017,1,AS,Alaska Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",31,4,2,0.6,1.4,0,0,0,0,239,44,106,89,0,0
2017,1,AS,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",481,108,20.97,3.25,50.63,0.18,32.96,5,8,6439,1514,218,1876,11,2820
2017,1,AS,Alaska Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",31,9,3.34,0.27,3.38,0,2,0,0,343,192,6,97,0,48
2017,1,AS,Alaska Airlines Inc.,SCC,"Deadhorse, AK: Deadhorse Airport",62,10,2.4,0,5.01,0,2.59,0,5,524,125,0,126,0,273
2017,1,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4629,894,133.61,32.5,399.97,11.08,316.84,64,5,44781,8711,2600,13066,369,20035
2017,1,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",448,148,13.58,4.63,108.26,0,21.53,7,11,10746,741,527,8221,0,1257
2017,1,AS,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",93,13,4.63,0,1.38,0,6.99,3,0,852,264,0,65,0,523
2017,1,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",360,62,15.53,3.78,26.55,0.87,15.28,5,1,3411,971,268,830,13,1329
2017,1,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",213,48,8.11,3,12.91,0,23.98,5,0,3387,611,266,634,0,1876
2017,1,AS,Alaska Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",153,15,2.71,0.34,8.95,0,2.99,2,0,744,214,25,310,0,195
2017,1,AS,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",296,54,12.62,1.23,28.84,0,11.31,5,0,2046,564,87,898,0,497
2017,1,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",53,11,4.31,0,2.94,0,3.75,1,0,469,144,0,123,0,202
2017,1,AS,Alaska Airlines Inc.,TPA,"Tampa, FL: Tampa International",31,4,2,0,2,0,0,1,0,271,215,0,56,0,0
2017,1,AS,Alaska Airlines Inc.,TUS,"Tucson, AZ: Tucson International",31,5,1.35,0.12,0.74,0,2.8,0,0,250,82,11,67,0,90
2017,1,AS,Alaska Airlines Inc.,WRG,"Wrangell, AK: Wrangell Airport",62,8,1.96,1,2.07,0,2.97,0,2,1073,175,21,58,0,819
2017,1,AS,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",60,3,0,0,0.89,0,2.11,2,4,59,0,0,19,0,40
2017,1,B6,JetBlue Airways,ABQ,"Albuquerque, NM: Albuquerque International Sunport",19,5,2.85,0,0.93,0,1.22,0,0,142,84,0,30,0,28
2017,1,B6,JetBlue Airways,ALB,"Albany, NY: Albany International",62,15,7.43,0,4,0,3.58,1,0,964,587,0,128,0,249
2017,1,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",187,37,14.82,0.46,12.76,0,8.97,3,0,2115,771,39,413,0,892
2017,1,B6,JetBlue Airways,BDL,"Hartford, CT: Bradley International",338,85,29.06,0.12,18.67,0,37.14,3,0,5543,1750,8,704,0,3081
2017,1,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",93,19,7.27,0.15,2.59,1.05,7.94,4,0,989,337,16,96,46,494
2017,1,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",3790,827,250.92,6.29,212.41,2.48,354.91,62,5,50704,17003,682,8080,77,24862
2017,1,B6,JetBlue Airways,BQN,"Aguadilla, PR: Rafael Hernandez",105,22,9.9,1.2,3.77,0,7.13,1,0,1671,743,48,140,0,740
2017,1,B6,JetBlue Airways,BTV,"Burlington, VT: Burlington International",116,15,1.62,2.97,4.35,0,6.06,3,0,779,92,86,232,0,369
2017,1,B6,JetBlue Airways,BUF,"Buffalo, NY: Buffalo Niagara International",356,77,33.11,2,10.92,0.8,30.17,8,1,4816,1348,232,396,20,2820
2017,1,B6,JetBlue Airways,BUR,"Burbank, CA: Bob Hope",31,12,3.13,1.02,4.7,0,3.15,0,2,659,156,41,153,0,309
2017,1,B6,JetBlue Airways,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",237,51,19.04,0.72,9.2,0.18,21.86,3,1,2987,987,46,427,8,1519
